"Story","Title","Result","Date","Stability","Duration (s)"
"A�ardir producto al carrito de compras","A�ardir producto al carrito de compras","SUCCESS","2019-04-10T08:20:12.7889461-05:00[America/Bogota]","0.0","17.45"
